java_file,hsv
/projects/hello-world/hello-world-java/src/main/java/com/in28minutes/rest/webservices/restfulwebservices/HelloWorldController_helloWorld_0.java,82.045
/projects/microservices/01-currency-exchange-microservice-basic/src/main/java/com/in28minutes/microservices/currencyexchangeservice/CurrencyExchangeServiceApplicationH2_main_0.java,94.012
/projects/microservices/01-currency-exchange-microservice-basic/src/main/java/com/in28minutes/microservices/currencyexchangeservice/security/SecurityConfiguration_configure_0.java,179.848
/projects/microservices/01-currency-exchange-microservice-basic/src/main/java/com/in28minutes/microservices/currencyexchangeservice/util/environment/EnvironmentConfigurationLogger_handleContextRefresh_0.java,1077.383
/projects/microservices/01-currency-exchange-microservice-basic/src/main/java/com/in28minutes/microservices/currencyexchangeservice/util/environment/InstanceInformationService_retrieveInstanceInfo_0.java,114.449
/projects/microservices/01-currency-exchange-microservice-basic/src/main/java/com/in28minutes/microservices/currencyexchangeservice/resource/CurrencyExchangeController_imHealthy_0.java,43.185
/projects/microservices/01-currency-exchange-microservice-basic/src/main/java/com/in28minutes/microservices/currencyexchangeservice/resource/CurrencyExchangeController_printAllHeaders_5.java,217.131
/projects/microservices/02-currency-conversion-microservice-basic/src/main/java/com/in28minutes/microservices/currencyconversionservice/CurrencyConversionServiceApplication_main_0.java,94.012
/projects/microservices/02-currency-conversion-microservice-basic/src/main/java/com/in28minutes/microservices/currencyconversionservice/security/SecurityConfiguration_configure_0.java,179.848
/projects/microservices/02-currency-conversion-microservice-basic/src/main/java/com/in28minutes/microservices/currencyconversionservice/util/environment/EnvironmentConfigurationLogger_handleContextRefresh_0.java,1077.383
/projects/microservices/02-currency-conversion-microservice-basic/src/main/java/com/in28minutes/microservices/currencyconversionservice/util/environment/InstanceInformationService_retrieveInstanceInfo_0.java,114.449
/projects/microservices/02-currency-conversion-microservice-basic/src/main/java/com/in28minutes/microservices/currencyconversionservice/resource/CurrencyConversionBean_CurrencyConversionBean_0.java,25.266
/projects/microservices/02-currency-conversion-microservice-basic/src/main/java/com/in28minutes/microservices/currencyconversionservice/resource/CurrencyConversionBean_getQuantity_10.java,34.869
/projects/microservices/02-currency-conversion-microservice-basic/src/main/java/com/in28minutes/microservices/currencyconversionservice/resource/CurrencyConversionBean_setConversionEnvironmentInfo_17.java,51.891
/projects/microservices/02-currency-conversion-microservice-basic/src/main/java/com/in28minutes/microservices/currencyconversionservice/resource/CurrencyConversionBean_getTo_6.java,34.869
/projects/microservices/02-currency-conversion-microservice-basic/src/main/java/com/in28minutes/microservices/currencyconversionservice/resource/CurrencyConversionBean_getConversionMultiple_8.java,34.869
/projects/microservices/02-currency-conversion-microservice-basic/src/main/java/com/in28minutes/microservices/currencyconversionservice/resource/CurrencyConversionBean_setTotalCalculatedAmount_13.java,51.891
/projects/microservices/02-currency-conversion-microservice-basic/src/main/java/com/in28minutes/microservices/currencyconversionservice/resource/CurrencyConversionBean_setTo_7.java,51.891
/projects/microservices/02-currency-conversion-microservice-basic/src/main/java/com/in28minutes/microservices/currencyconversionservice/resource/CurrencyConversionBean_getExchangeEnvironmentInfo_14.java,34.869
/projects/microservices/02-currency-conversion-microservice-basic/src/main/java/com/in28minutes/microservices/currencyconversionservice/resource/CurrencyConversionBean_setExchangeEnvironmentInfo_15.java,53.774
/projects/microservices/02-currency-conversion-microservice-basic/src/main/java/com/in28minutes/microservices/currencyconversionservice/resource/CurrencyConversionBean_setConversionMultiple_9.java,51.891
/projects/microservices/02-currency-conversion-microservice-basic/src/main/java/com/in28minutes/microservices/currencyconversionservice/resource/CurrencyConversionBean_getConversionEnvironmentInfo_16.java,34.869
/projects/microservices/02-currency-conversion-microservice-basic/src/main/java/com/in28minutes/microservices/currencyconversionservice/resource/CurrencyConversionController_imHealthy_0.java,43.185
/projects/microservices/02-currency-conversion-microservice-basic/src/main/java/com/in28minutes/microservices/currencyconversionservice/resource/CurrencyConversionBean_getTotalCalculatedAmount_12.java,34.869
/projects/microservices/02-currency-conversion-microservice-basic/src/main/java/com/in28minutes/microservices/currencyconversionservice/resource/CurrencyConversionBean_setId_3.java,51.891
/projects/microservices/02-currency-conversion-microservice-basic/src/main/java/com/in28minutes/microservices/currencyconversionservice/resource/CurrencyConversionBean_setFrom_5.java,51.891
/projects/microservices/02-currency-conversion-microservice-basic/src/main/java/com/in28minutes/microservices/currencyconversionservice/resource/CurrencyConversionBean_setQuantity_11.java,51.891
/projects/microservices/02-currency-conversion-microservice-basic/src/main/java/com/in28minutes/microservices/currencyconversionservice/resource/CurrencyConversionBean_getId_2.java,34.869
/projects/microservices/02-currency-conversion-microservice-basic/src/main/java/com/in28minutes/microservices/currencyconversionservice/resource/CurrencyConversionBean_getFrom_4.java,34.869
